Corporation;52WeekLow;52WeekHigh;ShortRatio;ShortPercent;PriceToEarningsRatio;PriceToBookRatio;ShareYield;50DayMovingAverage;200DayMovingAverage;Country;OperativeMarge;BETA;EmployeeCount
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PHXMineralsInc;1.3504;11.0495;0.64;0.175;11.7529;0.8175;0.0174;2.0265;2.0654;United States;-0.2191;1.1522;17
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FlexLNGLtd;3.3559;10.3676;2.32;0.9091;58.3333;0.5886;0.0229;8.132;6.343999999999999;Bermuda;0.4848;0.3912;8
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WashingtonPrimeGroupInc;4.95;32.5755;4.31;0.2049;15.0667;0.3128;1.0942;8.406;6.8536;United States;0.0625;2.0299;754
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AveryDennisonCorporation;75.8638;156.61;1.74;0.3592;23.9709;9.4256;0.0165;148.0826;126.5827;United States;0.1182;0.9669;27950
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DollarGeneralCorporation;124.2737;225.25;1.29;0.1427;20.8197;7.4102;0.0068;211.8765;203.8683;United States;0.1049;0.5102;143000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#DouglasDynamics,Inc;23.5944;55.051;2.04;0.9912;19.0298;5.1603;0.0268;40.9321;37.5045;United States;0.0848;0.8871;1677
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WECEnergyGroup,Inc;66.6369;107.3186;2.73;0.6658;24.1549;2.6914;0.0294;94.1271;94.62100000000001;United States;0.2404;0.1165;7500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#KinderMorgan,Inc;8.8901;21.3099;1.59;1.179;278.9796;0.9921;0.0768;14.2106;13.8028;United States;0.2928;1.074;11086
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HerculesCapital,Inc;4.9784;14.51;2.59;0.9787;13.3149;1.3864;0.0888;13.6703;11.8082;United States;0.7813;1.5139;77
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#InvitationHomesInc;15.3895;32.1765;3.18;0.4688;93.1035;2.0469999999999997;0.0203;28.9938;28.5853;United States;0.2552;0.7989;1140
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#GannettCo.,Inc;0.63;7.06;5.44;0.0;66.2245;0.8903;1.2773;2.6664;1.786;United States;0.0468;2.8598;21255
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AT&TInc;24.7367;37.124;3.34;0.6265;18.9211;1.1934;0.0723;29.2694;29.1566;United States;0.1721;0.6729999999999999;235000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PhysiciansRealtyTrust;10.5489;20.13;4.24;0.8679;40.3628;1.4165;0.0517;17.9276;17.855999999999998;United States;0.2886;0.7339;77
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AmericanInternationalGroup,Inc;15.6047;54.1029;2.2;0.4904;6.0407;0.5253;0.033;36.8935;32.0657;United States;0.1022;1.3816;46000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Assurant,Inc;75.0414;131.5788;0.0;0.2818;18.5691;0.0;0.0516;130.9118;118.4338;United States;0.0794;0.6131;13600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PfizerInc;25.6315;43.08;1.06;0.5368;23.9337;3.1745;0.0424;38.1627;35.498000000000005;United States;0.2924;0.6525;88300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#NLIndustries,Inc;2.2135;5.4;4.19;0.2327;13.9766;0.7193;0.0335;4.7529;4.0903;United States;0.0313;1.3318;2747
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BRTApartmentsCorp;5.5459;16.8963;2.29;0.8148;217.8333;1.3532;0.0593;14.2762;12.4337;United States;-0.4623;0.6261;13
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FirstAmericanFinancialCorporation;28.6133;65.0814;1.69;0.341;9.151;1.2257;0.0356;50.4612;50.8606;United States;0.1435;1.1517;18412
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KennametalInc;14.1398;39.23;7.91;0.9877;36.4744;2.4853;0.0221;36.1724;31.4021;United States;0.08199999999999999;2.1659;9000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Archer-Daniels-MidlandCompany;28.3971;52.05;1.53;0.3789;17.6569;1.4343;0.0289;49.4644;45.2002;United States;0.026000000000000002;0.853;38100
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#NRGEnergy,Inc;19.0159;39.1704;2.86;0.38299999999999995;2.293;4.4298;0.032;33.3662;32.9951;United States;0.1471;0.9832;4577
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GeneralDynamicsCorporation;98.2414;185.7158;1.97;0.3993;13.2073;2.9058;0.0281;151.2294;147.3881;United States;0.1139;0.9978;100000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GeoParkLimited;5.3803;22.1984;0.59;0.0;11.8667;201.283;0.0065;11.0021;9.4019;;0.2183;1.5843;439
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#STORECapitalCorporation;12.2872;37.9107;5.98;0.7676;38.5698;1.7764;0.0424;32.7867;27.6204;United States;0.5671;1.1312;103
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ArtisanPartnersAssetManagementInc;16.672;49.98;2.87;1.1225;16.1464;26.1207;0.0578;45.0518;38.5349;United States;0.3853;1.9071;440
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RitchieBros.AuctioneersIncorporated;25.6161;78.3749;1.82;0.5153;44.3276;8.1459;0.0127;68.415;57.8486;Canada;0.1974;1.1753;2500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CNOFinancialGroup,Inc;8.6215;23.5;3.46;0.207;6.9252;0.6239;0.0216;22.1121;17.9152;United States;0.1125;1.4273;3300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Colgate-PalmoliveCompany;57.4784;86.41;2.48;0.5814;27.3195;111.6288;0.0208;85.0797;78.8596;United States;0.2374;0.5785;34300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GasLogPartnersLP;1.4234;13.4437;2.41;0.5378;4.1456;0.1681;0.0141;2.8126;3.5522;Greece;0.4506;2.9265;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RoyalCaribbeanGroup;19.25;133.985;2.72;0.0;57.3059;1.9033;0.0525;75.9697;63.3966;United States;-0.4082;2.8661;85300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BWXTechnologies,Inc;39.9867;69.597;2.55;0.2533;21.0769;10.4181;0.0126;58.8294;56.9268;United States;0.174;0.9407;6450
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#W.R.Grace&Co;26.2681;70.2007;1.31;0.3909;271.3861;11.5671;0.0219;55.1941;48.1232;United States;0.1333;1.4835;4000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AmericanFinancialGroup,Inc;43.1181;112.6988;1.94;0.4474;31.7219;1.2776;0.0227;85.1847;70.3569;United States;0.0926;0.9165;7700
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MastercardIncorporated;199.183;366.8229;1.54;0.243;53.5705;57.7928;0.0049;337.21;326.3433;United States;0.542;1.1837;18600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheChemoursCompany;6.7087;27.87;10.58;0.5208;6.547000000000001;6.0495;0.0395;25.3768;21.0331;United States;-0.005;2.3396;7000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ReinsuranceGroupOfAmerica,Incorporated;54.201;158.7812;2.3;0.2884;14.4622;0.5839;0.0242;117.8271;99.1654;United States;0.062;1.1696;3188
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#DonaldsonCompany,Inc;30.6938;57.65;1.94;0.4242;28.3655;6.8221;0.015;54.9932;50.2337;United States;0.1335;1.3622;12400
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AllegionPlc;76.8793;137.9648;3.61;0.2607;33.8314;12.2354;0.0117;109.8341;104.0953;Ireland;0.2007;1.1302;11000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Brown-FormanCorporation;44.3638;83.01;1.14;0.3657;38.2656;14.6004;0.009000000000000001;74.9127;73.5657;United States;0.3267;0.7895;4800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#PerkinElmer,Inc;62.7777;149.95;3.63;0.0493;38.8994;5.0612;0.002;137.8894;121.7276;United States;0.1887;1.1748;13000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CoreSiteRealtyCorporation;85.4951;130.0653;2.63;0.9279;62.6713;59.0714;0.0393;123.9356;122.7608;United States;0.23600000000000002;0.2619;460
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BarrickGoldCorporation;12.5281;31.0099;0.54;0.3196;13.3843;1.786;0.0158;23.5594;26.7694;Canada;0.3841;0.0351;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EquityResidential;45.6685;83.6154;3.34;0.7067;23.2927;2.0672;0.0407;59.8179;56.2561;United States;0.318;0.7659;2600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Becton,DickinsonAndCompany;195.7605;283.027;1.19;0.314;92.3321;3.0353;0.0135;240.8338;244.5619;United States;0.1472;0.7795;72000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Caleres,Inc;3.0558;23.1549;2.41;0.0;6.6601;1.9908;0.0185;12.845;9.5005;United States;-0.0117;2.4089;11400
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RetailPropertiesOfAmerica,Inc;2.7298;12.7265;3.57;0.2996;63.8806;1.1669;0.027999999999999997;8.5606;6.8669;United States;0.2899;1.6976;215
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RE/MAXHoldings,Inc;14.1748;39.5747;4.85;0.4681;52.5;2.271;0.0242;33.8142;33.6483;United States;0.1989;1.5197;500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;4.8678;10.7955;2.06;0.2833;33.1797;2.1321;0.0272;7.6103;7.3215;United States;0.059000000000000004;0.9286;7297
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PerrigoCompanyPlc;39.4925;61.2171;4.39;0.2163;24.3314;1.0321;0.0201;47.2774;49.7846;Ireland;0.1037;1.1948;11000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DesignerBrandsInc;2.5604;16.7212;3.3;0.0;5.7244;1.395;0.1108;7.6332;6.5869;United States;-0.1525;2.5538;15800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MSASafetyIncorporated;82.7277;155.47;11.13;0.3783;42.3201;7.5465;0.0115;147.82;131.4003;United States;0.1841;0.9837;5000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WestPharmaceuticalServices,Inc;124.2671;305.0;1.37;0.156;68.5981;11.970999999999998;0.0023;276.0047;267.8684;United States;0.1812;1.0268;8200
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DomtarCorporation;18.0131;39.2079;2.85;0.5617;99.5833;0.7734;0.0841;30.4291;26.4561;United States;0.0135;1.9369999999999998;8900
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#VornadoRealtyTrust;26.3082;65.1994;5.91;0.4928;133.3572;1.2396;0.0568;38.7968;36.3251;United States;0.1892;1.4231;4008
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AlaskaAirGroup,Inc;20.02;70.0129;1.64;0.0;83.0233;1.7859;0.0534;45.8429;39.7329;United States;-0.2042;1.8037;18112
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BluegreenVacationsCorporation;2.7438;8.6143;14.36;4.7699;49.3168;1.6218;0.0935;6.6503;5.7494;United States;0.2179;1.6508;4400
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WashingtonRealEstateInvestmentTrust;16.7176;30.5684;4.42;0.7895;36.2312;1.3584;0.0555;23.0373;21.6696;United States;0.1183;1.0163;125
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FrontlineLtd;5.2577;10.9374;3.34;0.5755;2.32;0.784;0.3215;6.5365;7.082000000000001;Bermuda;0.4426;0.5442;157
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HPInc;12.2052;24.69;1.36;0.3182;12.295;0.0;0.0315;22.8342;19.4001;United States;0.0692;1.084;53000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Marsh&McLennanCompanies,Inc;73.3508;120.0214;2.0;0.3702;29.397;6.797000000000001;0.0159;115.2127;113.4225;United States;0.2355;0.853;76000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SteelcaseInc;6.7801;19.5483;4.57;0.4405;18.5871;1.6028;0.0295;12.9356;11.5432;United States;0.0449;1.5974;12700
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CFIndustriesHoldings,Inc;19.1297;44.6808;1.17;0.8363;29.2814;2.8492;0.031;36.71;32.1502;United States;0.1633;1.2898;3000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AdvancedDrainageSystems,Inc;22.0221;84.37;3.01;0.1315;39.7055;8.448;0.0043;74.2153;61.3021;United States;0.1635;1.4042;4950
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CamdenPropertyTrust;60.2141;116.3516;1.96;0.6734;52.4239;2.7512;0.0336;98.8171;93.2736;United States;0.2291;0.7423;1650
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BaxterInternationalInc;68.4967;94.3589;1.39;0.2929;44.901;4.7308;0.0124;78.4465;82.6771;United States;0.1681;0.6362;50000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#NationalFuelGasCompany;30.1972;45.0734;6.1;0.6;51.4625;1.9439;0.0435;41.9991;41.9906;United States;0.294;0.6835;2162
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SignetJewelersLimited;5.6001;32.22;7.97;0.3491;10.1143;1.4949;0.2313;28.0782;19.284000000000002;Bermuda;0.0275;2.7213;26126
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#W.W.Grainger,Inc;197.8989;427.9;2.49;0.36200000000000004;35.2808;10.4659;0.015;409.7406;363.2048;United States;0.11599999999999999;1.1575;23800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SpragueResourcesLP;8.6815;19.88;0.31;1.7566;12.4753;5.8289;0.1409;18.213;16.320999999999998;United States;0.0343;0.9585;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PinnacleWestCapitalCorporation;58.2904;102.4181;2.58;0.5738;14.2488;1.501;0.0415;81.9571;79.0257;United States;0.2324;0.2525;6210
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RegalBeloitCorporation;51.2504;124.512;1.22;0.22899999999999998;28.5671;1.9876;0.0098;118.8715;100.9802;United States;0.106;1.4073;19560
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EnvivaPartners,LP;19.4752;46.81;0.54;2.2131;4415.0;5.1351;0.0683;45.0112;40.96;United States;0.0983;0.9858;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ChemedCorporation;329.3384;543.81;2.21;0.0769;32.3048;10.6837;0.0026;496.2912;487.3484;United States;0.1449;0.5396;16641
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#InternationalBusinessMachinesCorporation;86.9458;150.8394;4.53;0.5756;14.2673;5.2389;0.0518;122.9629;121.9264;United States;0.1205;1.2399;352600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RealtyIncomeCorporation;36.5188;79.8936;2.89;0.2812;51.7652;2.0478;0.0453;61.1906;61.0146;United States;0.4907;0.6231;194
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KansasCitySouthern;24.4557;204.53;0.49;0.2028;5.8031;4.1893;0.0086;31.7803;177.5707;United States;0.3901;1.0173;7040
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ScorpioTankersInc;8.2066;39.284;4.39;0.1208;3.4644;0.3112;0.0357;11.6621;12.0043;Monaco;0.3469;1.1732;22
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#XeniaHotels&Resorts,Inc;6.1053;20.6488;2.67;13.75;425.0;1.1265;0.1259;14.4235;10.3614;United States;-0.2213;1.6373;48
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Matson,Inc;23.5061;62.0;4.02;0.3169;20.0669;2.766;0.0161;57.9758;44.8224;United States;0.0787;1.0446;1988
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Anthem,Inc;169.3836;337.2053;1.68;0.1599;16.0797;2.3004;0.0122;312.5053;283.5463;United States;0.0693;0.9927;70600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Archrock,Inc;2.9264;9.5187;2.12;0.0;5.9295;1.4686;0.063;7.4982;6.6538;United States;0.23199999999999998;2.7575;1700
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheAllstateCorporation;63.0761;123.242;2.31;0.179;7.312;1.2673;0.0207;97.9877;95.2545;United States;0.1688;0.7974;45780
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HoraceMannEducatorsCorporation;29.7653;44.6614;2.29;0.3974;14.9025;1.0075;0.0285;41.4009;37.7014;United States;0.1228;0.6541;1538
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;2.315;28.1755;5.33;0.0;6.6453;0.857;0.1289;7.4431;6.3912;United States;0.0873;3.6682;899
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Merck&Co.,Inc;63.7645;89.2225;1.59;0.4298;18.0654;6.9471;0.0318;80.8582;80.7121;United States;0.3295;0.4441;71000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AppliedIndustrialTechnologies,Inc;30.1749;81.15;2.34;0.3478;150.0975;3.3708;0.0166;72.5597;63.8217;United States;0.0697;1.4819;6141
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#SonicAutomotive,Inc;8.9241;46.7271;18.1;0.1212;8.3837;2.2532;0.0104;41.0035;39.7604;United States;0.0316;2.6273;9300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EquinorASA;7.9829;19.674;1.07;0.8895;24.2727;1.5515;0.0219;16.1262;15.2296;Norway;0.09699999999999999;0.7876;21412
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#UrbanEdgeProperties;6.7429;18.9435;2.14;0.7234;21.3884;1.6106;0.0836;13.4903;11.3138;United States;0.1866;1.6793;117
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#U.S.PhysicalTherapy,Inc;45.13;133.6496;11.27;0.1468;51.1702;5.862;0.0106;112.855;92.0748;United States;0.1264;1.4236;3200
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BaringsBDC,Inc;4.4043;9.8157;3.67;1.0656;5.8103;0.838;0.07400000000000001;8.4256;8.0671;United States;0.7167;0.7003;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AccenturePlc;135.5069;253.93;2.89;0.4157;31.1374;9.3291;0.0143;239.2938;227.1489;Ireland;0.1469;1.084;506000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#VailResorts,Inc;123.4575;293.49;3.38;0.9168;220.6962;9.4975;0.0427;276.5447;227.9933;United States;0.1184;1.2577;7100
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#PiedmontOfficeRealtyTrust,Inc;11.1205;23.4791;2.96;0.4421;5.5017;1.0399;0.0518;16.1012;15.2432;United States;0.1902;0.9937;134
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CNAFinancialCorporation;24.3867;47.1577;2.81;1.4262;18.4645;0.8723;0.0385;36.6085;33.0178;United States;0.0754;0.8619;5900
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GlobalMedicalREITInc;6.5148;14.887;3.0;0.9874;161.875;1.7958;0.0608;13.9265;13.0231;United States;0.3185;-5.6677;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AZZInc;19.0006;48.4749;3.03;0.3864;81.263;1.8539;0.0145;40.4974;35.3756;United States;0.092;1.5549;4343
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#LBrands,Inc;8.0;42.17;1.79;0.1322;17.7939;0.0;0.1211;38.3824;29.2481;United States;0.1152;1.6877;25500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LasVegasSandsCorp;33.3;72.8369;2.7;0.0;104.3409;13.6123;0.0688;57.5662;50.2121;United States;-0.0675;1.3549;50000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HealthcareRealtyTrustIncorporated;23.3636;36.8101;2.09;0.7453;34.8645;2.1084;0.0405;30.0697;29.5;United States;0.1693;0.5344;297
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MonmouthRealEstateInvestmentCorporation;8.1055;17.92;3.19;0.8427;23.6154;3.0931;0.0391;15.7841;14.6431;United States;0.4884;0.7433;14
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CAIInternational,Inc;9.939;35.76;2.71;0.1634;31.8451;0.9799;0.0321;31.9232;24.7838;United States;0.306;1.7958;218
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TennantCompany;46.1784;85.9518;3.45;0.2899;30.9119;3.2608;0.0131;68.6874;65.6719;United States;0.0897;1.1937;4373
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Switch,Inc;10.2195;19.8658;3.71;0.8822;129.9206;15.4704;0.0124;15.7921;16.4799;United States;0.1735;0.7107;789
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HNICorporation;16.0716;39.78;4.12;0.5446;22.1039;2.6697;0.0354;36.7462;33.0241;United States;0.0659;1.1449;8400
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HumanaInc;206.8237;473.9729;1.75;0.1072;13.148;3.3978;0.0061;405.7188;406.4276;United States;0.0768;0.8446;46000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#IHSMarkitLtd;44.5076;99.4;0.65;0.3208;39.2442;4.2667;0.0077;90.5674;82.2205;United Kingdom;0.1929;1.0861;15500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PrimoWaterCorporation;6.247999999999999;16.34;7.27;0.5659;446.0;1.8825;0.0154;15.4597;14.3699;United States;0.0527;1.345;11580
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TheBrink'sCompany;32.7923;95.8553;6.67;0.0;133.0606;38.8984;0.0085;67.6759;50.5058;United States;0.0444;1.548;64000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KilroyRealtyCorporation;44.3989;85.9675;3.11;0.5225;35.6965;1.3137;0.0348;60.3988;57.0666;United States;0.2669;0.9486;267
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#FourCornersPropertyTrust,Inc;12.1606;30.8765;4.13;0.8328;27.4378;2.8833;0.0427;28.9668;26.1783;United States;0.6253;0.9696;361
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LCIIndustries;54.2739;136.87;6.62;0.4904;23.6125;3.8578;0.0231;129.1106;119.2543;United States;0.0781;1.6131;10500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ArmstrongWorldIndustries,Inc;57.7627;110.2598;2.84;0.201;15.7848;8.5804;0.0105;72.7159;73.2354;United States;0.2152;1.3092;2500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Louisiana-PacificCorporation;12.752;40.76;2.31;0.2437;21.9292;3.5851;0.0156;36.1738;31.4402;United States;0.1481;1.81;4800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MotorolaSolutions,Inc;119.1974;184.31400000000002;2.41;0.3385;38.0277;0.0;0.0167;169.6141;155.4336;United States;0.2106;0.7643;17000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EasterlyGovernmentProperties,Inc;18.3798;28.7258;7.28;0.8525;160.6383;1.5804;0.0459;21.9674;22.8692;United States;0.2063;0.4467;37
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ScienceApplicationsInternationalCorporation;44.7799;100.51;2.32;0.2383;26.8864;3.7603;0.0156;94.88;83.0204;United States;0.0647;1.0178;26000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AmphenolCorporation;62.7333;135.68;1.56;0.2897;34.5673;7.7997;0.0089;124.8029;109.7921;United States;0.1892;1.273;74000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MagellanMidstreamPartners,L.P;20.3613;59.3928;5.75;0.9762;10.4713;4.0012;0.0968;43.1141;40.0889;United States;0.3706;1.0231;1884
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DeluxeCorporation;18.229;47.6693;7.72;0.212;43.9098;2.2375;0.0411;26.9009;25.5873;United States;0.1373;1.6105;6388
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#UMHProperties,Inc;8.2755;16.67;3.4;1.0778;200.1667;7.6164;0.0484;14.9174;13.8225;United States;0.1625;1.0483;420
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PackagingCorporationOfAmerica;69.43;138.28;2.24;0.5471;27.7541;4.0265;0.028999999999999998;133.7106;112.7441;United States;0.1313;1.0908;15500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ArcelorMittal;6.64;24.03;1.83;0.0;28.9396;0.6831;0.019;20.2759;14.4132;Luxembourg;-0.0144;1.9633;191248
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SITECentersCorp;3.6;13.5098;2.78;0.2294;63.25;1.2116;0.0198;10.2206;8.2175;United States;0.2536;1.653;361
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EMCORGroup,Inc;41.6942;93.65;2.87;0.0681;36.4819;2.5237;0.0057;88.1662;73.872;United States;0.0537;1.1864;36000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CNHIndustrialN.V;4.8998;12.97;2.82;1.0;10.1974;3.6349;0.0363;11.2715;8.6175;United Kingdom;0.0179;1.6782;63499
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#PSBusinessParks,Inc;99.988;167.7985;2.87;0.6393;29.2022;4.5224;0.0316;134.2209;129.1092;United States;0.4232;0.4877;155
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TootsieRollIndustries,Inc;28.8193;38.5935;35.62;0.3485;33.8269;2.6938;0.0121;30.7438;31.5786;United States;0.1511;0.0021;2000
