Corporation;52WeekLow;52WeekHigh;ShortRatio;ShortPercent;PriceToEarningsRatio;PriceToBookRatio;ShareYield;50DayMovingAverage;200DayMovingAverage;Country;OperativeMarge;BETA;EmployeeCount
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheSouthernCompany;40.574;68.1385;2.43;0.8328;20.5589;2.2328;0.0417;61.0026;56.5178;United States;0.2555;0.3732;27943
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Manning&Napier,Inc;0.9738;6.65;0.7;0.1421;52.25;1.2892;0.0266;5.3029;4.0799;United States;0.1211;3.0394;281
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MarineProductsCorporation;6.6261;22.4513;11.72;0.8696;30.8705;6.7337;0.022000000000000002;16.0479;15.7161;United States;0.0897;1.1181;673
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PhilipMorrisInternationalInc;53.4987;86.61;1.72;0.9222;16.7761;0.0;0.057999999999999996;80.6274;77.0094;United States;0.3938;0.769;73500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CarnivalCorporation&Plc;7.8;51.3407;0.93;0.0;5.9852;1.1797;0.1959;20.5182;16.7068;United States;-0.2805;2.2352;150000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HawaiianElectricIndustries,Inc;31.5488;52.8687;2.86;0.6735;18.1487;1.6256;0.0373;36.3412;35.2861;United States;0.1238;0.1753;3841
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CumminsInc;99.0087;243.2552;2.22;0.4721;21.4023;4.3543;0.0238;226.4597;208.3984;United States;0.0918;1.1291;61615
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#NovartisAG;69.1801;96.2945;2.13;0.536;30.5896;3.6966;0.0327;89.8394;87.1447;Switzerland;0.2725;0.5421;110000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MiXTelematicsLimited;6.5171;14.5739;0.5;0.6682;31.475;2.3694;0.0196;11.0215;9.5269;United States;0.1308;0.1539;1035
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheBoeingCompany;89.0;347.89;0.46;0.0;49.0769;0.0;0.0553;194.5247;177.9009;United States;-0.1132;1.6604;161100
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TritonInternationalLimited;18.9713;49.9299;2.26;0.5325;13.6571;1.6688;0.0472;46.2421;37.5417;Bermuda;0.4592;1.6668;245
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WestlakeChemicalCorporation;28.5738;84.9;3.69;0.6017;36.2667;1.7409999999999999;0.0132;79.1506;65.7858;United States;0.0531;1.5066;9430
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PeabodyEnergyCorporation;0.84;10.25;1.55;0.0;2.9744;0.1601;0.1779;1.6087;2.3331;United States;-0.0881;1.4852;6600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MagnaInternationalInc;22.198;75.65;1.62;0.6375;46.5177;2.0709999999999997;0.0226;63.9468;52.6763;Canada;0.0327;1.5406;157000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HubbellIncorporated;83.9645;165.36700000000002;1.15;0.4806;23.0201;4.3251;0.025;158.6827;143.6839;United States;0.1378;1.1932;18500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#DominionEnergy,Inc;71.9854;107.90700000000001;0.25;2.3463;57.9942;0.0;0.0733;101.1953;102.3106;United States;0.2729;0.3155;19100
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RelianceSteel&AluminumCo;69.3483;123.09;2.26;0.3079;19.5287;1.4943;0.0209;119.5888;107.4521;United States;0.0815;1.0226;15300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SLGreenRealtyCorp;32.5678;87.7884;6.9;0.3963;22.6799;0.8518;0.0611;59.1109;50.8959;United States;0.3132;1.7129;1033
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#NuStarEnergyL.P;5.8927;26.0092;1.04;0.0;14.85;0.9625;0.111;14.5588;13.3043;United States;0.302;2.5685;1441
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MethodeElectronics,Inc;21.5138;39.0202;1.96;0.1283;11.1376;1.6627;0.0115;36.9438;31.5586;United States;0.1545;1.2808;6044
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#JefferiesFinancialGroupInc;10.9038;24.67;2.26;0.2055;11.2022;0.6392;0.0244;23.5347;19.166;United States;0.1649;1.4409;4800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#StepanCompany;68.7975;129.2864;3.08;0.2112;23.4466;2.8169;0.0102;119.2924;111.8398;United States;0.0835;0.7528;2284
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MSCIndustrialDirectCo.,Inc;41.6395;86.46;3.12;1.6476;18.7118;3.6457;0.0355;84.4744;71.7121;United States;0.1152;0.9359999999999999;6315
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#L3HarrisTechnologies,Inc;140.1263;226.8975;1.61;0.3004;25.7135;1.8254;0.018000000000000002;190.6803;179.15400000000002;United States;0.1323;0.7465;48000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RymanHospitalityProperties,Inc;12.8897;89.0705;4.69;0.0;23.3957;13.5489;0.1188;63.6888;43.7294;United States;-0.16899999999999998;1.8126;593
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BrixmorPropertyGroupInc;7.4897;20.6087;3.25;0.4876;31.1676;1.7807;0.0524;16.1718;13.1179;United States;0.3329;1.5717;477
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PrudentialPlc;15.29;38.1228;1.35;3.1817;341.9444;2.4552;0.017;34.5845;31.1291;United Kingdom;0.0491;1.3328;18125
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ParkAerospaceCorp;8.8383;16.4968;4.24;1.2188;35.4762;1.939;0.0298;13.27;11.7046;United States;0.1722;0.9123;136
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AmericanTowerCorporation(REIT);176.8732;270.8861;2.16;1.0709;51.9669;26.1669;0.022000000000000002;232.6462;248.1935;United States;0.3883;0.2714;5454
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TheHanoverInsuranceGroup,Inc;73.7314;141.1829;1.43;0.3181;14.9171;1.3386;0.0239;115.785;103.3389;United States;0.0868;0.9039;4300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Snap-onIncorporated;88.7004;183.23;11.39;0.4112;16.0019;2.5432;0.0287;174.08;154.3855;United States;0.2257;1.295;12800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Alexander&Baldwin,Inc;8.3189;23.066;1.3;1.4615;124.8837;1.0499;0.065;15.0244;12.8632;United States;0.10099999999999999;1.3528;793
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#SunstoneHotelInvestors,Inc;5.7168;13.6209;2.28;0.0;15.9444;1.2397;0.0868;10.9;8.7306;United States;-0.3017;1.4042;41
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#VishayIntertechnology,Inc;11.045;22.7349;6.01;0.4935;30.1895;1.9269999999999998;0.0183;19.5409;16.9832;United States;0.0743;1.4047;22400
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ConstellationBrands,Inc;102.9154;221.23;3.86;0.382;38.7768;3.5784;0.0137;209.565;188.5112;United States;0.3384;1.1045;9000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HanesbrandsInc;6.6902;17.528;5.57;0.3797;11.8923;4.421;0.0412;14.0638;14.5759;United States;0.1277;1.3974;63000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HamiltonBeachBrandsHoldingCompany;6.5598;23.6104;8.43;1.6087;8.0027;3.8973;0.0215;18.1791;17.7886;United States;0.0676;1.1782;680
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TOTALSE;20.7714;53.4172;2.35;1.4357;12.6821;1.1175;0.07400000000000001;43.3412;38.4363;France;0.0508;1.0599;107776
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CenterPointEnergy,Inc;11.3251;26.6356;2.54;0.4485;12.8045;1.982;0.03;22.77;20.6605;United States;0.1302;0.948;14262
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#UniversalHealthRealtyIncomeTrust;51.7449;125.4451;2.48;0.956;43.5434;5.5169;0.0433;64.4547;65.7799;United States;0.3458;0.7601;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WelltowerInc;23.3889;85.8659;3.41;0.7162;25.9206;1.6456;0.0378;64.2841;57.3614;United States;0.2062;1.0021;443
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ONEOK,Inc;11.0412;71.2599;2.52;1.4275;26.2877;2.8055;0.0974;37.6235;31.0576;United States;0.2196;1.9864;2882
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HoneywellInternationalInc;99.3167;216.7;1.89;0.512;30.4859;8.3326;0.0175;208.4785;172.575;United States;0.1966;1.1486;113000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TsakosEnergyNavigationLimited;6.9694;22.8433;2.71;0.086;5.9393;0.1165;0.0311;8.7859;8.8189;Greece;0.2738;0.6346;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ChesapeakeUtilitiesCorporation;68.419;111.4;5.73;0.4313;24.893;3.0313;0.0165;106.1762;90.6765;United States;0.2171;0.2436;955
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#OshkoshCorporation;46.1056;93.3331;2.63;0.249;18.2352;2.0513;0.0153;83.3468;77.7691;United States;0.0713;1.6462;14400
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TrinityIndustries,Inc;14.1062;26.87;15.9;1.2;2399.0908;1.6679;0.0318;24.4447;21.4609;United States;0.124;1.5381;11875
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheSherwin-WilliamsCompany;323.4026;756.6039;2.58;0.2258;36.3098;15.843;0.0073;726.2662;674.0353;United States;0.1525;1.0383;61111
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WabtecCorporation;34.8699;81.0347;3.26;0.1253;30.3357;1.4222;0.0066;73.4021;65.7427;United States;0.1083;1.7008;27500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TronoxHoldingsPlc;3.8716;15.09;4.45;0.5489999999999999;2.2674;1.3467;0.0192;13.3421;9.7581;United States;0.1076;2.6903;7000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheMarcusCorporation;6.84;33.7308;5.59;0.0;20.4769;0.7659999999999999;0.0538;12.0641;11.9509;United States;-0.2523;1.9123;3465
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AmericanVanguardCorporation;11.3321;19.5692;4.39;0.1622;44.5777;1.4371;0.0037;14.6479;13.9966;United States;0.051;1.0415;671
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BorgWarnerInc;16.7681;43.034;6.11;0.2537;21.9545;2.0026;0.0176;38.5977;38.3774;United States;0.1011;1.7538;48000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MovadoGroup,Inc;8.12;21.2;6.74;0.0;5.905;1.0002;0.0748;16.7229;12.4054;United States;0.0188;1.0751;1145
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DXCTechnologyCompany;7.7469;36.2537;2.92;0.0636;6.9884;1.3238;0.0507;23.1021;19.4562;United States;0.0521;2.4294;138000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HalliburtonCompany;4.2112;24.9737;3.24;0.3987;17.0103;3.2657;0.0095;18.1144;14.8112;United States;0.0223;2.8346;40000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BrookfieldBusinessPartnersL.P;18.4937;46.543;4.55;0.0;44.871;1.7590000000000001;0.0066;36.8381;32.4699;Bermuda;0.0503;1.6514;67030
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#QuakerChemicalCorporation;107.4216;262.5;22.27;0.3474;703.8611;3.6785;0.0062;250.023;206.1215;United States;0.0731;1.548;4500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AmcorPlc;5.6185;12.2773;3.86;0.7008;36.5495;3.8283;0.0408;11.4329;10.9354;Switzerland;0.1024;0.4098;47000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ServiceCorporationInternational;33.4692;52.7637;4.57;0.325;19.3688;4.8303;0.0171;49.1482;44.5604;United States;0.2183;0.7102;25000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FutureFuelCorp;6.5556;14.7261;4.29;2.8993;4.8959;1.4476;0.0189;12.1541;12.2362;United States;0.4364;0.6173;538
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#STMicroelectronicsN.V;14.6092;41.9395;2.41;0.1852;125.4054;4.1123;0.0045;37.423;32.0075;;0.1174;1.3953;45554
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MolsonCoorsBeverageCompany;43.8;67.77;8.4;0.1267;16.7993;0.7585;0.0411;45.7047;53.4799;United States;0.1486;1.1512;17700
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Johnson&Johnson;106.9486;157.66;1.67;0.4944;24.7453;6.2452;0.0257;150.0412;147.2474;United States;0.2493;0.6751;132200
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BlackStoneMinerals,L.P;3.8299;12.4661;2.11;0.6806;12.485999999999999;1.3109;0.0889;7.1394;6.7176;United States;0.4009;1.6005;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#LeidosHoldings,Inc;67.2876;120.4899;2.74;0.2378;24.6761;4.0239;0.0129;102.7927;93.3576;United States;0.0828;1.0845;34000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#SculptorCapitalManagement,Inc;8.86;28.2938;4.97;0.2314;9.6815;0.0;0.08199999999999999;14.7221;13.0151;United States;0.1284;1.4866;359
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BrookfieldAssetManagementInc;21.3567;45.0209;4.32;0.0;42.2786;2.1682;0.0115;37.7485;34.6663;Canada;0.1522;1.3281;150000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#JBGSMITHProperties;22.2921;41.1122;1.63;0.6716;295.0;1.2139;0.0291;31.3282;28.5957;United States;-0.0214;0.8958;1017
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#OxfordIndustries,Inc;29.8398;75.6735;5.57;0.0;9.8938;2.5389;0.015;58.4076;47.8805;United States;-0.0155;1.579;6100
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GlobalPartnersLP;5.6967;18.38;0.62;0.7193;6.4046;1.2;0.1203;16.9824;13.4755;United States;0.0193;1.5213;2540
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Kennedy-WilsonHoldings,Inc;10.3525;21.497;5.91;1.5439;31.4411;2.136;0.0492;16.9624;15.2865;United States;0.0282;1.2352;309
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CMSEnergyCorporation;45.1016;67.98;2.2;0.5801;22.8416;3.1303;0.0272;60.7091;61.54;United States;0.2148;0.1018;8128
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MedicalPropertiesTrust,Inc;11.8492;23.0148;2.58;0.7152;25.1617;1.6159999999999999;0.0496;20.4176;19.0444;United States;0.6739;0.5722;86
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WinnebagoIndustries,Inc;16.8183;72.4891;4.98;0.1296;19.3417;2.5156;0.008;57.1597;57.011;United States;0.0684;2.1066;5505
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AirLeaseCorporation;8.2178;48.818000000000005;5.42;0.1253;8.7303;0.8101;0.015;35.8638;31.5305;United States;0.5695;2.1606;117
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheCatoCorporation;6.08;17.5442;4.88;0.0;7.7945;0.7342;0.1327;8.5571;7.9034;United States;-0.1007;0.8961;10060
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CorningIncorporated;17.0547;38.44;2.98;0.6567;141.1765;2.6748;0.0244;36.6597;32.6351;United States;0.0676;1.1738;49500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AvalonBayCommunities,Inc;114.5535;222.3792;2.62;1.3677;34.8711;2.1244;0.0392;161.6935;156.5362;United States;0.331;0.9906;3122
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#GAMCOInvestors,Inc;8.4716;19.19;5.22;0.4616;7.4947;5.3804;0.0045;15.3403;13.2602;United States;0.3989;1.6961;189
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PebblebrookHotelTrust;5.3737;26.0608;5.6;0.0;11.2857;0.7396;0.0021;18.7203;14.0723;United States;-0.2639;2.052;58
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CampbellSoupCompany;39.8225;53.6904;9.67;0.4424;8.3004;5.3117;0.0306;48.4594;48.8662;United States;0.1537;0.5123;14500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EastmanChemicalCompany;33.5893;104.1243;2.16;0.4549;28.9659;2.2591;0.0275;99.8909;82.7789;United States;0.122;1.5627;14500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AmericoldRealtyTrust;22.7546;40.8113;15.19;0.7179;85.6193;3.298;0.0232;35.0971;36.8299;United States;0.0985;0.0781;12600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MicroFocusInternationalPlc;2.78;13.210999999999999;0.72;0.0;1.1763;0.389;0.2575;5.2815;4.2953;United Kingdom;0.1468;2.3199;11900
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SJWGroup;44.8964;73.5087;4.33;0.8591;46.4879;2.1686;0.0185;67.255;63.8694;United States;0.1954;0.3039;732
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PitneyBowesInc;1.6077;7.6343;10.36;0.6452;9.6087;12.0985;0.0325;5.7738;5.0809;United States;0.0457;2.9081;11000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TerexCorporation;11.54;36.92;3.6;0.4444;196.2353;2.9136;0.0353;33.3332;24.0568;United States;0.0209;1.5659;9500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HuntingtonIngallsIndustries,Inc;135.5297;273.3166;1.9;0.2899;11.6935;3.5625;0.0267;167.1812;161.3986;United States;0.0861;0.8976;42000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DiamondRockHospitalityCompany;1.96;10.82;1.7;0.0;27.6667;0.8857;0.0791;7.95;5.9194;United States;-0.2594;1.9895;31
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SunocoLP;9.5033;30.94;5.86;2.1032;18.1006;4.4783;0.1147;28.7779;26.0759;United States;0.0333;1.8283;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#LifeStorage,Inc;65.2146;120.87;3.21;0.7405;36.4105;2.471;0.0358;114.2412;106.8314;United States;0.3904;0.264;1943
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MuellerWaterProducts,Inc;6.5352;12.65;3.15;0.4167;27.5111;2.9998;0.0178;12.0229;10.8051;United States;0.1382;1.3029;3100
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EastGroupProperties,Inc;81.2934;152.3726;2.78;0.5844;44.6218;4.3684;0.0229;137.5988;132.4157;United States;0.3501;0.7444;75
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Prologis,Inc;58.7736;111.7173;2.71;0.6304;44.6305;2.244;0.0233;99.1138;99.9703;United States;0.3557;0.8205;1712
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#H&RBlock,Inc;10.7481;23.5487;6.3;0.5532;15.5186;27.0931;0.0656;17.0015;15.9459;United States;0.1831;0.7727;3500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WasteManagement,Inc;84.1194;124.9758;2.36;0.5329999999999999;33.3042;6.9105;0.0195;118.0933;112.7868;United States;0.17;0.7433;44900
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Cohen&Steers,Inc;32.3468;78.82;4.02;0.9925;30.5761;14.8777;0.0212;72.4153;64.3745;United States;0.3683;1.3234;328
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AcornInternational,Inc;7.96;20.89;0.15;0.1232;5.4185;0.9013;0.0484;20.6409;16.6676;China;0.0158;0.2031;113
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Aramark;9.5332;46.5251;5.49;0.0;48.0;3.4788;0.0117;33.9315;27.5415;United States;-0.0064;1.8619;170750
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ConocoPhillips;20.1771;64.3555;2.97;0.0;14.0273;1.4218;0.043;40.6168;37.8317;United States;0.0477;1.895;9800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KirklandLakeGoldLtd;17.7701;57.2824;1.31;0.1715;14.5676;2.2654;0.0177;41.3885;46.486000000000004;Canada;0.5375;0.6543;1981
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Church&DwightCo.,Inc;47.5713;98.6886;3.16;0.3368;28.2206;6.7222;0.0111;86.6203;88.5505;United States;0.1995;0.3659;4800
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#DCPMidstream,LP;1.9864;22.8668;2.49;0.0;23.3821;0.7364;0.0842;18.1121;13.787;United States;0.0446;3.6588;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#SpiritAeroSystemsHoldings,Inc;13.6668;74.9827;1.45;0.0;10.0876;3.3761;0.001;36.1006;24.9454;United States;-0.0911;2.0126;18200
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WestwoodHoldingsGroup,Inc;9.42;29.4991;2.33;0.0;40.04;0.8844;0.0747;13.0342;12.4789;United States;-0.0525;1.4667;165
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EversourceEnergy;59.4502;96.8992;2.21;0.6376;24.5558;2.0636;0.0262;87.0962;86.9971;United States;0.2317;0.3066;8234
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LockheedMartinCorporation;261.0763;431.4521;2.24;0.4186;15.2943;19.882;0.0293;362.8353;374.2768;United States;0.1334;0.9259999999999999;110000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MarathonPetroleumCorporation;14.5711;57.7331;4.61;0.0;8.0806;1.1942;0.0561;40.7315;35.6755;United States;-0.0037;2.2388;60910
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AllisonTransmissionHoldings,Inc;25.7851;48.8236;2.32;0.2215;14.2056;6.428;0.016;39.7865;37.6841;United States;0.2737;1.242;3700
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BeldenInc;25.4333;55.7619;12.57;0.0656;43.1628;2.3403;0.0048;40.3147;34.7845;United States;0.0828;1.6037;7000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#UniFirstCorporation;121.4112;216.7448;1.39;0.2174;29.69;2.2546;0.0047;197.3227;187.5221;United States;0.0957;1.0073;14000
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ESCOTechnologiesInc;62.403999999999996;106.3264;2.35;0.1155;26.4802;2.7446;0.0031;100.4406;89.5006;United States;0.1285;1.0672;2713
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#QEPResources,Inc;0.2625;4.7545;0.44;0.1111;27.4713;0.2103;0.0335;1.9532;1.3989;United States;0.1066;5.1963;248
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#W.R.BerkleyCorporation;42.8005;79.3119;0.75;0.2223;37.6744;1.965;0.0072;66.3253;62.7834;United States;0.0741;0.8283;7493
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#PrudentialFinancial,Inc;36.7233;91.4025;2.78;0.4531;8.854;0.4599;0.0568;77.2509;68.4059;United States;0.0016;1.7129;51511
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RLJLodgingTrust;3.8637;17.2671;7.12;0.0;32.6154;0.9237;0.0028;13.3006;10.0631;United States;-0.2085;2.1501;87
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ArdmoreShippingCorporation;2.61;9.333;1.69;0.1;7.5435;0.3401;0.0098;3.1212;3.8571;Bermuda;0.1512;1.1617;48
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GoldFieldsLimited;3.7638;14.9;0.65;0.3466;32.2997;2.9539999999999997;0.0207;9.3276;11.172;South Africa;0.2876;0.4186;5655
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#LithiaMotors,Inc;55.4501;310.57;7.23;0.0784;19.4581;4.5398;0.0042;286.2946;240.984;United States;0.048;1.9249;14320
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#UnitedStatesSteelCorporation;4.5233;20.0;2.28;0.0;2.0372;1.0729;0.0024;15.3685;9.8483;United States;-0.085;2.463;27500
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EatonVanceCorp;21.5489;68.19;2.3;1.5997;56.6083;5.8496;0.0221;66.4782;49.401;United States;0.2212;1.2299;1983
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#OutfrontMediaInc.(REIT);7.07;30.7713;2.91;5.7143;77.7222;2.8808;0.1143;19.2426;16.1048;United States;0.08800000000000001;1.8152;2410
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BlackRock,Inc;318.2947;722.42;2.69;0.4536;23.9627;3.1839999999999997;0.0205;696.9227;610.8847;United States;0.3474;1.1916;16600
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AgreeRealtyCorporation;43.9503;78.2321;12.56;1.3071;35.5791;1.6005;0.0379;65.2029;65.7724;United States;0.5329999999999999;0.2609;41
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EnerSys;34.955999999999996;86.6891;5.36;0.172;36.736;2.4873;0.0084;82.8974;72.7521;United States;0.0773;1.5076;11400
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TupperwareBrandsCorporation;1.15;38.18;2.48;0.0;87.7778;0.0;0.38299999999999995;33.5924;20.8389;United States;0.0987;3.0651;11300
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#GlobalNetLease,Inc;8.1003;20.0523;3.24;1.1106;112.7632;0.9725;0.0933;17.0247;16.6146;United States;0.3114;1.2126;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ConsolidatedEdison,Inc;60.1839;91.833;3.37;0.7116;17.8312;1.2756;0.0423;74.8697;75.4911;United States;0.2066;0.1139;14890
