issuer;shortRatioAmount;betaAmount;shortPercentAmount;lowAmount;highAmount;Low-High-Ratio;cluster
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ZimmerBiometHoldings,Inc;2.12;1.3297;0.1638;73.7819;164.884;0.4474776206302612;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#OshkoshCorporation;2.63;1.6462;0.249;46.1056;93.3331;0.4939898064030874;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PortlandGeneralElectricCompany;1.62;0.2688;0.541;32.8543;60.5921;0.5422208505729295;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CabotCorporation;2.24;1.599;0.6763;19.481;45.41;0.4290024223739264;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Louisiana-PacificCorporation;2.31;1.81;0.2437;12.752;40.76;0.31285574092247304;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#InternationalPaperCompany;2.88;1.1223;0.6529;25.5272;51.99;0.4910021157914984;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RPC,Inc;16.15;2.1517;0.0;1.7201;5.32;0.3233270676691729;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CimarexEnergyCo;2.05;2.5323;0.4886;11.8628;53.7193;0.22082938534195345;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KiteRealtyGroupTrust;10.58;1.3942;0.4408;6.7918;18.6976;0.3632444805750471;0
https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USFinancialServicesEntitiesIndividuals/ThomsonReutersCorporation;3.16;0.3015;0.9048;51.4341;89.1293;0.5770728593178674;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Anheuser-BuschInBevSA/NV;3.89;1.2574;0.4328;32.2701;82.676;0.3903200445111036;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#UniversalCorporation;4.0;0.6514;2.0175;34.499;53.6907;0.6425507583249986;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FedExCorporation;1.18;1.3533;0.1906;87.818;304.9770000000001;0.2879495830833144;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#NorbordInc;1.37;2.3977;0.2902;8.7366;45.62;0.1915081104778606;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AlbemarleCorporation;4.7;1.5753;0.3291;48.3431;146.11;0.3308678392991581;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MyersIndustries,Inc;3.77;1.4934;0.6207;6.733;20.87;0.3226161954959271;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BrixmorPropertyGroupInc;3.25;1.5717;0.4876;7.4897;20.6087;0.36342418493160655;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CorEnergyInfrastructureTrust,Inc;1.97;1.3417;30.0;3.8446;45.8016;0.08394029902885489;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TEConnectivityLtd;2.23;1.4031;0.4471;47.8667;121.23;0.3948420357997196;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AmericanStatesWaterCompany;3.8;-0.084;0.5714;64.2924;95.4264;0.6737380850582229;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LATAMAirlinesGroupS.A;2.7;1.9173;0.0887;0.6;9.7079;0.061805333800306964;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RLJLodgingTrust;7.12;2.1501;0.0;3.8637;17.2671;0.2237607936480359;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MarathonPetroleumCorporation;4.61;2.2388;0.0;14.5711;57.7331;0.2523872787014728;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SouthwestAirlinesCo;1.85;1.242;0.0;22.465;58.6045;0.3833323379603955;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EquinorASA;1.07;0.7876;0.8895;7.9829;19.674;0.4057588695740572;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#NGLEnergyPartnersLP;1.54;2.8793;0.0;1.4914;10.3364;0.14428621183390736;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MuellerIndustries,Inc;3.47;1.2084;0.1546;16.6149;36.5484;0.4545999277670157;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ArtisanPartnersAssetManagementInc;2.87;1.9071;1.1225;16.672;49.98;0.3335734293717487;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#OldRepublicInternationalCorporation;2.35;0.7402;0.8232;11.4495;22.5341;0.5080966180144759;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FederalSignalCorporation;3.58;1.1134;0.1871;23.1351;34.4886;0.6708042657573807;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MedicalPropertiesTrust,Inc;2.58;0.5722;0.7152;11.8492;23.0148;0.5148513130681126;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TurningPointBrands,Inc;6.6;0.5579;0.4878;14.0231;47.95;0.29245255474452553;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrossAmericaPartnersLP;1.11;2.1953;0.7447;6.105;17.95;0.3401114206128134;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GildanActivewearInc;8.92;1.6881;0.0;9.42;30.0728;0.3132398712457769;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KelloggCompany;6.38;0.5948;0.5616;51.316;71.642;0.7162837441724129;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AllegionPlc;3.61;1.1302;0.2607;76.8793;137.9648;0.5572385130120147;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.124;25.2218;86.8;0.29057373271889403;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.124;25.2218;86.8;0.29057373271889403;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.0795;25.2218;86.8;0.29057373271889403;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.0795;25.2218;86.8;0.29057373271889403;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.124;18.6809;86.8;0.2152177419354839;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.124;18.6809;86.8;0.2152177419354839;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.0795;18.6809;86.8;0.2152177419354839;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.0795;18.6809;86.8;0.2152177419354839;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.124;25.2218;70.83;0.3560892277283637;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.124;25.2218;70.83;0.3560892277283637;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.0795;25.2218;70.83;0.3560892277283637;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.0795;25.2218;70.83;0.3560892277283637;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.124;18.6809;70.83;0.2637427643653819;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.124;18.6809;70.83;0.2637427643653819;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;4.32;1.5738;0.0795;18.6809;70.83;0.2637427643653819;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennarCorporation;3.37;1.5738;0.0795;18.6809;70.83;0.2637427643653819;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AshlandGlobalHoldingsInc;3.01;1.3512;0.3929;38.4421;82.9752;0.4632962620156385;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Autoliv,Inc;2.84;1.8583;0.4429;38.16;95.43;0.3998742533794404;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ONEGas,Inc;5.99;0.3097;0.6085;62.3447;94.4159;0.6603199249278989;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WalmartInc;1.87;0.4352;0.3956;100.3253;153.1001;0.6552921911873343;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HollyFrontierCorporation;2.34;1.8294;4.0;16.5529;46.6171;0.3550821479671623;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KNOTOffshorePartnersLP;0.54;1.294;1.0562;7.7564;18.2767;0.42438733469389983;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PBFEnergyInc;3.32;2.9858;0.0;4.06;33.5802;0.12090458067551713;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CNOFinancialGroup,Inc;3.46;1.4273;0.207;8.6215;23.5;0.3668723404255319;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TollBrothers,Inc;2.94;1.6777;0.1275;13.1361;50.35;0.26089572989076465;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DynagasLNGPartnersLP;0.15;1.9869;0.0;0.98;3.97;0.2468513853904282;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Hill-RomHoldings,Inc;1.24;0.5911;0.1591;71.7671;117.0992;0.612874383428751;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ValeroEnergyCorporation;2.4;2.1186;65.3333;29.4605;92.0798;0.3199453083086627;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HoneywellInternationalInc;1.89;1.1486;0.512;99.3167;216.7;0.4583142593447162;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EnergizerHoldings,Inc;4.27;1.1701;0.5195;26.057;52.465;0.4966549127990088;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SignetJewelersLimited;7.97;2.7213;0.3491;5.6001;32.22;0.17380819366852887;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MuellerWaterProducts,Inc;3.15;1.3029;0.4167;6.5352;12.65;0.5166166007905137;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#3MCompany;2.83;0.9234;0.7067;117.7127;179.63;0.6553064632856427;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ArdmoreShippingCorporation;1.69;1.1617;0.1;2.61;9.333;0.2796528447444551;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#STERISPlc;2.68;0.6058;0.2619;104.9575;196.42;0.534352408105081;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#PSBusinessParks,Inc;2.87;0.4877;0.6393;99.988;167.7985;0.5958813696189179;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TheGreenbrierCompanies,Inc;15.13;1.5864;0.6467;12.4264;37.99;0.3270966043695709;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#PzenaInvestmentManagement,Inc;3.32;1.4882;1.5219;3.4001;8.1863;0.4153402636111553;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HealthcareRealtyTrustIncorporated;2.09;0.5344;0.7453;23.3636;36.8101;0.6347062355168827;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#USDPartnersLP;0.3;1.442;0.0;0.8976;9.2157;0.097399003873824;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DomtarCorporation;2.85;1.937;0.5617;18.0131;39.2079;0.4594252688871375;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LindsayCorporation;5.03;0.2861;0.4552;71.1801;130.18;0.5467821477953602;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MicroFocusInternationalPlc;0.72;2.3199;0.0;2.78;13.211;0.2104307016879873;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Cohen&Steers,Inc;4.02;1.3234;0.9925;32.3468;78.82;0.4103882263384928;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#QuanexBuildingProductsCorporation;7.18;1.6268;0.2581;7.7866;22.93;0.3395813344962931;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MSCIndustrialDirectCo.,Inc;3.12;0.936;1.6476;41.6395;86.46;0.4816042100393246;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DesignerBrandsInc;3.3;2.5538;0.0;2.5604;16.7212;0.15312298160419108;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EquifaxInc;2.5;1.2845;0.2438;102.257;196.47;0.5204713187764035;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ParsleyEnergy,Inc;6.07;2.232;0.2439;3.8718;19.7832;0.1957115127987383;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Leggett&Platt,Incorporated;3.97;1.4525;0.7805;21.3598;49.6;0.4306411290322581;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PHXMineralsInc;0.64;1.1522;0.175;1.3504;11.0495;0.12221367482691525;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ArcelorMittal;1.83;1.9633;0.0;6.64;24.03;0.27632126508531;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#NaturalResourcePartnersL.P;1.54;0.7801;0.0;8.1747;20.707;0.3947795431496596;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LuxferHoldingsPLC;3.11;0.9387;0.5319;9.988;18.31;0.5454942654287275;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#XeroxHoldingsCorporation;2.38;1.8346;0.4608;14.0162;36.6496;0.3824380075089496;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Archer-Daniels-MidlandCompany;1.53;0.853;0.3789;28.3971;52.05;0.5455734870317003;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#MetLife,Inc;2.54;1.3643;0.2974;21.9869;51.2674;0.4288670773239914;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AcornInternational,Inc;0.15;0.2031;0.1232;7.96;20.89;0.3810435615126855;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CRHPlc;1.41;0.8915;1.7806;17.6268;43.07;0.4092593452519155;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#FBLFinancialGroup,Inc;3.89;0.2336;0.8706;28.026;55.4009;0.5058762583279333;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FortressTransportationAndInfrastructureInvestorsLLC;1.25;1.9864;1.2039;3.4168;23.49;0.14545764154959556;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ExxonMobilCorporation;1.46;1.3318;58.0;28.2835;66.0778;0.4280333183005488;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MascoCorporation;2.56;1.3512;0.191;26.8079;60.05;0.4464263114071607;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Argan,Inc;2.57;0.6205;6.6667;28.7677;54.5;0.5278477064220184;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#OrionEngineeredCarbonsS.A;1.78;1.7575;0.1887;5.93;19.4258;0.3052641332660688;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AngloGoldAshantiLimited;0.76;0.0138;0.1489;12.66;38.5;0.3288311688311688;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MarriottVacationsWorldwideCorporation;4.24;2.5543;0.2687;30.1;157.67;0.19090505486141945;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Archrock,Inc;2.12;2.7575;0.0;2.9264;9.5187;0.3074369399182661;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheKrogerCo;5.6;0.337;0.2105;26.1604;37.0101;0.7068448882872512;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#OutfrontMediaInc.(REIT);2.91;1.8152;5.7143;7.07;30.7713;0.2297595486703519;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EssexPropertyTrust,Inc;1.74;0.7995;0.6276;169.3848;317.6895;0.5331772060455257;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.7892;55.1092;104.4419;0.5276541311485141;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.7892;55.1092;104.4419;0.5276541311485141;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.3113;55.1092;104.4419;0.5276541311485141;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.3113;55.1092;104.4419;0.5276541311485141;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.7892;55.5554;104.4419;0.5319263628869256;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.7892;55.5554;104.4419;0.5319263628869256;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.3113;55.5554;104.4419;0.5319263628869256;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.3113;55.5554;104.4419;0.5319263628869256;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.7892;55.1092;104.7831;0.5259359572297441;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.7892;55.1092;104.7831;0.5259359572297441;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.3113;55.1092;104.7831;0.5259359572297441;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.3113;55.1092;104.7831;0.5259359572297441;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.7892;55.5554;104.7831;0.5301942775123087;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.7892;55.5554;104.7831;0.5301942775123087;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;0.11;0.4409;0.3113;55.5554;104.7831;0.5301942775123087;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McCormick&Company,Incorporated;4.53;0.4409;0.3113;55.5554;104.7831;0.5301942775123087;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MGMGrowthPropertiesLLC;1.94;0.8;0.9885;10.6317;32.9026;0.3231264398558169;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AgreeRealtyCorporation;12.56;0.2609;1.3071;43.9503;78.2321;0.5617936882686263;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#DardenRestaurants,Inc;2.94;1.4268;0.7908;26.0727;125.96;0.2069919021911718;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#V.F.Corporation;3.77;0.974;1.3497;44.1941;97.3561;0.4539427935178176;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AffiliatedManagersGroup,Inc;4.24;1.431;0.0256;44.351000000000006;99.03;0.4478541856003232;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AlexandriaRealEstateEquities,Inc;3.95;0.8;0.9792;107.018;176.5326;0.6062223068147186;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#JanusHendersonGroupPlc;4.4;1.3911;0.5496;11.0037;34.47;0.3192254134029591;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Oil-DriCorporationOfAmerica;2.29;0.4976;0.4144;27.9177;38.1859;0.7310996991035958;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ArgoGroupInternationalHoldings,Ltd;2.07;0.8756;0.0;24.3789;68.3256;0.35680477010081146;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#StarGroup,L.P;0.62;0.3659;0.4813;5.8391;9.98;0.5850801603206413;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#A.H.BeloCorporation;0.46;0.5008;0.0;1.1731;2.7361;0.4287489492343116;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#DineBrandsGlobal,Inc;3.16;2.052;0.2405;13.527;99.7948;0.1355481447931155;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WasteManagement,Inc;2.36;0.7433;0.5329999999999999;84.1194;124.9758;0.6730855093546109;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BenchmarkElectronics,Inc;2.57;1.1155;0.7273;13.64;36.2441;0.3763371141785835;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CMSEnergyCorporation;2.2;0.1018;0.5801;45.1016;67.98;0.6634539570461899;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WeisMarkets,Inc;21.74;0.1627;0.2549;32.3967;58.6423;0.5524459306677945;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LibertyOilfieldServicesInc;8.13;3.3176;0.6956;2.17;11.5;0.18869565217391304;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WashingtonPrimeGroupInc;4.31;2.0299;0.2049;4.95;32.5755;0.15195468987429206;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.2833;5.3413;10.7955;0.4947709693853921;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.2833;5.3413;10.7955;0.4947709693853921;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.3167;5.3413;10.7955;0.4947709693853921;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.3167;5.3413;10.7955;0.4947709693853921;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.2833;4.8678;10.7955;0.4509101014311518;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.2833;4.8678;10.7955;0.4509101014311518;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.3167;4.8678;10.7955;0.4509101014311518;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.3167;4.8678;10.7955;0.4509101014311518;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.2833;5.3413;9.7988;0.5450973588602687;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.2833;5.3413;9.7988;0.5450973588602687;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.3167;5.3413;9.7988;0.5450973588602687;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.3167;5.3413;9.7988;0.5450973588602687;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.2833;4.8678;9.7988;0.4967751153202433;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.2833;4.8678;9.7988;0.4967751153202433;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;2.06;0.9286;0.3167;4.8678;9.7988;0.4967751153202433;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Crawford&Company;8.09;0.9286;0.3167;4.8678;9.7988;0.4967751153202433;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BrookfieldAssetManagementInc;4.32;1.3281;0.0;21.3567;45.0209;0.4743730134226549;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ReinsuranceGroupOfAmerica,Incorporated;2.3;1.1696;0.2884;54.201;158.7812;0.3413565333931221;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HessMidstreamLP;3.77;2.3132;1.4104;5.2883;23.3777;0.2262113039349465;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ValvolineInc;4.16;1.4227;0.3135;8.9083;23.75;0.3750863157894737;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheScottsMiracle-GroCompany;3.7;1.1118;1.0221;73.453;202.635;0.3624892047277124;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ChemedCorporation;2.21;0.5396;0.0769;329.3384;543.81;0.6056129898310072;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MGICInvestmentCorporation;8.33;1.8472;0.1752;4.2281;14.1736;0.29830812214257496;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LoewsCorporation;2.72;0.8772;0.0;27.1876;56.5263;0.4809725738284657;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MonmouthRealEstateInvestmentCorporation;3.19;0.7433;0.8427;8.1055;17.92;0.4523158482142856;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TheHartfordFinancialServicesGroup,Inc;2.07;1.0273;0.2385;18.6015;59.5333;0.3124553821138758;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Kohl'sCorporation;1.6;2.0058;0.0;10.89;49.0048;0.22222312916285752;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AtmosEnergyCorporation;5.29;0.2966;0.4958;76.5395;118.3613;0.646659845743499;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#InternationalGameTechnologyPLC;1.84;2.2835;3.3333;3.6;17.14;0.2100350058343057;1
