issuer;shortRatioAmount;betaAmount;shortPercentAmount;lowAmount;highAmount;Low-High-Ratio;cluster
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#QEPResources,Inc;0.44;5.1963;0.1111;0.2625;4.7545;0.05521085287622253;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EquitransMidstreamCorporation;5.47;2.2848;0.4034;3.5477;12.4523;0.2849031905752351;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#SimpsonManufacturingCo.,Inc;4.34;1.2614;0.218;46.6071;104.0879;0.4477667433006142;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TerniumS.A;0.57;1.315;0.9524;8.7802;31.42;0.2794462126034373;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Owens&Minor,Inc;5.28;0.2877;0.0078;3.6256;31.68;0.11444444444444445;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SunocoLP;5.86;1.8283;2.1032;9.5033;30.94;0.30715255332902386;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#McDonald'sCorporation;1.81;0.5806;0.7975;121.9645;230.5398;0.5290388037119838;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HormelFoodsCorporation;10.86;-0.073;0.5644;38.4486;52.726000000000006;0.7292151879528126;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RealtyIncomeCorporation;2.89;0.6231;0.2812;36.5188;79.8936;0.4570929336016902;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Bristol-MyersSquibbCompany;1.54;0.6467;0.2968;44.3507;66.2354;0.6695920912382202;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BaxterInternationalInc;1.39;0.6362;0.2929;68.4967;94.3589;0.7259166861843451;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheMosaicCompany;1.54;1.8304;0.0;6.4421;23.7;0.2718185654008439;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ArcosDoradosHoldingsInc;0.73;1.6325;0.0;2.8388;8.0613;0.3521516380732637;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ArmadaHofflerProperties,Inc;1.66;0.7874;1.4444;6.3252;18.7184;0.3379134968800752;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RexnordCorporation;2.3;1.4556;0.172;18.7277;40.15;0.4664433374844333;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TeekayLNGPartnersL.P;0.23;1.4409;0.3772;6.5474;14.2453;0.4596182600577032;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DevonEnergyCorporation;1.59;3.5055;2.8095;4.4727;25.4007;0.17608569842563393;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#WeyerhaeuserCompany;2.51;1.8987;0.6071;13.0229;34.705;0.3752456418383519;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;2.9468;8.9421;30.25;0.2956066115702479;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;2.9468;8.9421;30.25;0.2956066115702479;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;3.1796;8.9421;30.25;0.2956066115702479;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;3.1796;8.9421;30.25;0.2956066115702479;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;2.9468;9.7895;30.25;0.3236198347107438;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;2.9468;9.7895;30.25;0.3236198347107438;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;3.1796;9.7895;30.25;0.3236198347107438;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;3.1796;9.7895;30.25;0.3236198347107438;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;2.9468;8.9421;31.1799;0.2867905285135616;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;2.9468;8.9421;31.1799;0.2867905285135616;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;3.1796;8.9421;31.1799;0.2867905285135616;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;3.1796;8.9421;31.1799;0.2867905285135616;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;2.9468;9.7895;31.1799;0.31396829367637485;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;2.9468;9.7895;31.1799;0.31396829367637485;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;7.07;1.5895;3.1796;9.7895;31.1799;0.31396829367637485;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#HavertyFurnitureCompanies,Inc;0.81;1.5895;3.1796;9.7895;31.1799;0.31396829367637485;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#OccidentalPetroleumCorporation;1.14;2.3816;0.0;8.5155;46.0849;0.18477852832489602;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#SpiritAeroSystemsHoldings,Inc;1.45;2.0126;0.0;13.6668;74.9827;0.18226604270051627;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AppleHospitalityREIT,Inc;1.21;1.3234;0.0;4.48;16.049;0.2791451180758926;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EnergyTransferLP;1.77;2.5853;1.0464;3.3583;12.121;0.2770645986304761;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AirProductsAndChemicals,Inc;1.09;0.8184;0.6396;164.6553;327.89;0.5021662752752448;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#H&RBlock,Inc;6.3;0.7727;0.5532;10.7481;23.5487;0.4564200996233338;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AT&TInc;3.34;0.6729999999999999;0.6265;24.7367;37.124;0.6663263656933519;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Shutterstock,Inc;7.19;1.0745;0.3505;28.4648;74.26;0.38331268516024775;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Switch,Inc;3.71;0.7107;0.8822;10.2195;19.8658;0.5144268038538594;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#RPMInternationalInc;2.65;1.0173;0.5214;42.2369;98.35;0.42945500762582617;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BlackStoneMinerals,L.P;2.11;1.6005;0.6806;3.8299;12.4661;0.30722519472810256;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#UnumGroup;2.84;1.7701;0.2192;9.0896;28.8581;0.3149756914003348;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EatonCorporationPlc;1.54;1.1543;0.6728;54.5898;123.67;0.4414150561979461;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Kennedy-WilsonHoldings,Inc;5.91;1.2352;1.5439;10.3525;21.497;0.4815788249523189;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AccenturePlc;2.89;1.084;0.4157;135.5069;253.93;0.5336387980939629;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TCPipeLines,LP;1.89;0.9675;0.6771;17.3645;41.2328;0.4211331755301605;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#UniversalHealthServices,Inc;2.41;1.1811;0.0194;65.2;148.0387;0.4404253752566052;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheNewYorkTimesCompany;9.22;0.7963;0.24;26.0087;52.4;0.4963492366412214;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CoreSiteRealtyCorporation;2.63;0.2619;0.9279;85.4951;130.0653;0.6573244362639381;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#ARCDocumentSolutions,Inc;0.88;1.6646;0.1502;0.3352;1.6;0.2095;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RyderSystem,Inc;3.44;1.9974;0.0;21.6792;64.71;0.3350208623087622;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LyondellBasellIndustriesN.V;1.97;1.5486;0.7879999999999999;32.3404;92.59;0.3492861000108003;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;0.1609;33.3441;94.0097;0.3546878673158195;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;0.1609;33.3441;94.0097;0.3546878673158195;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;5.6689;33.3441;94.0097;0.3546878673158195;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;5.6689;33.3441;94.0097;0.3546878673158195;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;0.1609;32.2557;94.0097;0.3431103386139941;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;0.1609;32.2557;94.0097;0.3431103386139941;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;5.6689;32.2557;94.0097;0.3431103386139941;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;5.6689;32.2557;94.0097;0.3431103386139941;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;0.1609;33.3441;94.9874;0.3510370849186313;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;0.1609;33.3441;94.9874;0.3510370849186313;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;5.6689;33.3441;94.9874;0.3510370849186313;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;5.6689;33.3441;94.9874;0.3510370849186313;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;0.1609;32.2557;94.9874;0.3395787230727444;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;0.1609;32.2557;94.9874;0.3395787230727444;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;0.55;1.5675;5.6689;32.2557;94.9874;0.3395787230727444;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MoogInc;5.56;1.5675;5.6689;32.2557;94.9874;0.3395787230727444;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WesternMidstreamPartners,LP;1.57;3.8976;0.6133;2.6075;19.1904;0.13587522928130732;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BrightSphereInvestmentGroupInc;1.94;1.9003;0.073;3.6018;19.77;0.18218512898330805;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#TheSouthernCompany;2.43;0.3732;0.8328;40.574;68.1385;0.5954636512397543;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PinnacleWestCapitalCorporation;2.58;0.2525;0.5738;58.2904;102.4181;0.56914158727803;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#OracleCorporation;2.66;0.7417;0.2308;39.1971;66.2;0.5921012084592144;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Caleres,Inc;2.41;2.4089;0.0;3.0558;23.1549;0.13197206638767606;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#GenesisEnergy,L.P;1.0;2.7848;0.0;2.3802;19.8958;0.11963328943797183;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CaterpillarInc;2.68;0.9743;0.6242;85.537;183.81;0.4653555301670203;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LennoxInternationalInc;6.44;0.8493;0.3239;161.2478;318.8585;0.5057033135387641;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ChathamLodgingTrust;5.55;2.0919;2.2;3.44;17.9609;0.1915271506438987;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BoozAllenHamiltonHoldingCorporation;2.94;0.8073;0.3553;53.7623;89.86;0.5982895615401737;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#OmegaHealthcareInvestors,Inc;4.83;0.99;0.8375;12.4603;42.2699;0.2947795003063646;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;5.33;3.6682;0.0;1.7719999999999998;8.3537;0.2121215748710152;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;0.0;3.6682;0.0;1.7719999999999998;8.3537;0.2121215748710152;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;5.33;3.6682;0.0;2.315;8.3537;0.277122712091648;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;0.0;3.6682;0.0;2.315;8.3537;0.277122712091648;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;5.33;3.6682;0.0;1.7719999999999998;28.1755;0.06289151922769781;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;0.0;3.6682;0.0;1.7719999999999998;28.1755;0.06289151922769781;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;5.33;3.6682;0.0;2.315;28.1755;0.08216358183528243;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CrestwoodEquityPartnersLP;0.0;3.6682;0.0;2.315;28.1755;0.08216358183528243;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#KadantInc;3.84;1.379;0.2013;52.2964;144.83;0.3610881723399848;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#W.R.BerkleyCorporation;0.75;0.8283;0.2223;42.8005;79.3119;0.5396478964695084;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Evergy,Inc;4.6;0.3507;0.6529;40.8485;71.5817;0.5706556284636995;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EquityResidential;3.34;0.7659;0.7067;45.6685;83.6154;0.5461733125716077;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Ventas,Inc;4.12;1.2625;0.6265;12.5662;59.6343;0.21072101123011425;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GrahamHoldingsCompany;2.73;1.0866;0.2727;264.7662;630.8302;0.4197107240585502;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#InfosysLimited;2.96;0.5449;0.5043;6.5958;17.03;0.38730475631238986;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#FourCornersPropertyTrust,Inc;4.13;0.9696;0.8328;12.1606;30.8765;0.3938464528039124;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RelianceSteel&AluminumCo;2.26;1.0226;0.3079;69.3483;123.09;0.5633950767730928;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#UniversalInsuranceHoldings,Inc;3.64;1.0079;0.0;11.7394;26.1276;0.44931030787366616;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#H.B.FullerCompany;4.32;1.7407;0.3638;23.397;55.28;0.4232452966714906;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Yum!Brands,Inc;2.73;1.0084;0.5418;54.1541;110.66;0.4893737574552684;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#OrmatTechnologies,Inc;7.52;0.4672;0.2914;53.3681;91.99;0.5801511033808022;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CallawayGolfCompany;8.77;2.1585;0.0278;4.7469;25.2;0.18836904761904766;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Snap-onIncorporated;11.39;1.295;0.4112;88.7004;183.23;0.4840932161763904;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#Colgate-PalmoliveCompany;2.48;0.5785;0.5814;57.4784;86.41;0.6651822705705358;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#XinyuanRealEstateCo.,Ltd;0.13;1.5197;1.1218;1.6623;3.5748;0.4650050352467271;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FordMotorCompany;1.5;1.2824;0.7895;3.96;9.49;0.4172813487881981;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PPLCorporation;2.16;0.7465;0.7004;17.3603;34.8211;0.4985569094600687;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#LincolnNationalCorporation;3.93;2.2551;0.3306;15.3781;59.1431;0.26001511587995896;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#DanaherCorporation;1.6;0.6866;0.1311;119.1054;248.1173;0.4800366600797285;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ChubbLimited;1.47;0.6677;0.4828;85.1724;161.6373;0.5269353051554313;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CamdenPropertyTrust;1.96;0.7423;0.6734;60.2141;116.3516;0.5175184526899501;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PublicServiceEnterpriseGroupIncorporated;1.16;0.5113;0.5731;33.8151;61.6178;0.5487878502640471;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.5466;22.474;51.8651;0.4333164305091478;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.5466;22.474;51.8651;0.4333164305091478;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.7393;22.474;51.8651;0.4333164305091478;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.7393;22.474;51.8651;0.4333164305091478;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.5466;28.966;51.8651;0.558487306493191;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.5466;28.966;51.8651;0.558487306493191;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.7393;28.966;51.8651;0.558487306493191;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.7393;28.966;51.8651;0.558487306493191;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.5466;22.474;51.9612;0.4325150304457942;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.5466;22.474;51.9612;0.4325150304457942;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.7393;22.474;51.9612;0.4325150304457942;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.7393;22.474;51.9612;0.4325150304457942;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.5466;28.966;51.9612;0.5574544082892621;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.5466;28.966;51.9612;0.5574544082892621;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;2.05;1.2184;0.7393;28.966;51.9612;0.5574544082892621;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Greif,Inc;5.33;1.2184;0.7393;28.966;51.9612;0.5574544082892621;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#GenuinePartsCompany;2.16;1.0677;0.6054;48.451;103.5892;0.4677225038903669;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CinemarkHoldings,Inc;2.56;2.6126;0.0;5.71;33.7452;0.16920925050081198;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#BrookfieldBusinessPartnersL.P;4.55;1.6514;0.0;18.4937;46.543;0.39734653975893264;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AmphenolCorporation;1.56;1.273;0.2897;62.7333;135.68;0.4623621757075471;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RockwellAutomation,Inc;3.15;1.39;0.5378;113.7435;266.2625;0.4271855781418713;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#TheGEOGroup,Inc;8.77;0.8882;1.2714;8.0;16.1425;0.4955861855350783;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SixFlagsEntertainmentCorporation;4.57;2.4247;0.0;8.75;44.8248;0.1952044403990648;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#AlaskaAirGroup,Inc;1.64;1.8037;0.0;20.02;70.0129;0.2859473039968349;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#EmersonElectricCo;2.99;1.547;0.5795;36.8838;83.14;0.4436348328121241;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Merck&Co.,Inc;1.59;0.4441;0.4298;63.7645;89.2225;0.7146683852167335;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#CedarFair,L.P;6.6;2.2399;0.0;13.0;55.32100000000001;0.23499213680157624;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#NorfolkSouthernCorporation;1.99;1.4079;0.41;110.9709;247.98;0.4474993951125091;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AvistaCorporation;6.88;0.5192;0.895;31.0646;51.3065;0.6054710416808786;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BroadridgeFinancialSolutions,Inc;3.08;0.8394;0.4184;80.8719;153.62;0.5264412185913292;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EasterlyGovernmentProperties,Inc;7.28;0.4467;0.8525;18.3798;28.7258;0.6398359662742203;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#W.W.Grainger,Inc;2.49;1.1575;0.362;197.8989;427.9;0.4624886655760692;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#NIKE,Inc;2.5;0.8457;0.505;59.5985;147.95;0.4028286583305171;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AllianceDataSystemsCorporation;2.38;2.5827;0.1238;20.2524;113.4802;0.17846637563204862;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#HubbellIncorporated;1.15;1.1932;0.4806;83.9645;165.36700000000005;0.5077464064777132;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#PerrigoCompanyPlc;4.39;1.1948;0.2163;39.4925;61.2171;0.6451220328960372;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FarmlandPartnersInc;9.19;0.8457;0.3772;4.9058;8.9773;0.5464672006059729;0
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SyscoCorporation;3.23;1.3638;1.3333;25.3243;82.9177;0.3054148872918569;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#BostonProperties,Inc;3.21;1.2604;0.5773;68.9579;141.4277;0.4875841154172768;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#StrykerCorporation;2.37;0.8856;0.3312;123.0139;245.34;0.5014017282139073;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#FirstEnergyCorp;2.43;0.1486;0.5954;26.17;50.6337;0.5168494500698152;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#AGCOCorporation;1.71;1.222;0.128;35.0666;99.5622;0.3522079664772373;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#JohnsonControlsInternationalPlc;1.31;1.1654;0.4622;22.3351;47.0352;0.4748592543456815;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#RepublicServices,Inc;1.56;0.6546;0.4756;64.12100000000001;103.3291;0.6205512290342219;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#MiXTelematicsLimited;0.5;0.1539;0.6682;6.5171;14.5739;0.4471761162077412;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#WyndhamDestinations,Inc;1.84;1.927;5.0;13.2972;50.4424;0.2636115648739949;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EOGResources,Inc;1.98;2.1018;0.7143;26.2842;86.8772;0.3025442808930306;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#CNAFinancialCorporation;2.81;0.8619;1.4262;24.3867;47.1577;0.5171308185089604;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#SempraEnergy;2.2;0.632;0.5507;84.9857;156.1001;0.5444307851180108;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21#ApartmentInvestmentAndManagementCompany;4.75;0.6856;2.4408;28.9238;65.6531;0.4405549776019716;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#QuantaServices,Inc;1.69;1.2604;0.0593;23.6586;73.9176;0.32006720997434984;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#Alexander&Baldwin,Inc;1.3;1.3528;1.4615;8.3189;23.066;0.36065637735194656;1
http://www.semanticweb.org/sp21/ontologies/2020/11/ontologysp21_nyse_data#EquitableHoldings,Inc;5.5;1.6589;0.1407;9.6598;27.21;0.35500918779860346;1
